date,note,texte,source,Catégorie,Catégorie_secondaire,Gravité
2025-07-15 16:49:08+00:00,1,pas d'aide en cas de difficulté sur place lors de la location,Google Play,Service Client,Qualité du bien,Haute
2025-07-14 21:28:13+00:00,1,on ne trouve rien et franchement c est très énervant. vive airbnb,Google Play,UX / Ergonomie,,Haute
2025-07-14 19:39:15+00:00,1,l application ne sert à rien car nous n avons obtenu aucune aide lors de nos problèmes suite à notre arrivée dans la location 729 ru de nogentil à Courchevel personne ne nous a rappelé ni contacté nous avons dû nous débrouiller tous seuls donc totalement inefficace la location était payée depuis le début de la réservation nous n avons eu aucun recours,Google Play,Service Client,Qualité du bien,Haute
2025-07-14 18:42:35+00:00,1,Bonjour je n arrive plus à consulter les avis que m ont donné les propriétaires de mes locations merci Valérie,Google Play,Qualité du bien,,Haute
2025-07-10 21:04:08+00:00,1,les prix sont abérrant je recommande plutôt booking ou airbnb,Google Play,Financier,,Haute
2025-07-09 21:00:02+00:00,1,très décevant l'application propose des appartements et quand nous demandons à les réserver les réservations ne sont pas validées très décevant,Google Play,Qualité du bien,,Haute
2025-07-09 11:04:33+00:00,1,n'allez surtout pas sur cette application c'est des voleurs je me suis retrouvé à 19h sans logement parce qu'il ne vérifie pas les locations j'ai effectué le paiement sur leur application il devait me rembourser la différence de mon nouveau logement sauf que pour prétendre à mon remboursement il faut monter tout un dossier bizarrement pour payer sur leur site il y en a pas besoin juste votre carte suffit et maintenant qu'il faut rembourser il y a plus personne des voleurs !!!!!,Google Play,Financier,Qualité du bien,Haute
2025-07-08 23:44:07+00:00,1,annulation de ma réservation la veille de mon changement de logement à Londres en vacances avec mon fils. Une simple annonce de remboursement et un commentaire regrettant cette erreur. On me laisse me démerder... zero assistance ... zero contact... à part un agent virtuel débile. Et quand on demande à avoir un contact humain - l'application buggue,Google Play,Annulation / Réservation,Financier,Haute
2025-07-08 08:40:37+00:00,4,Réfléchir à un traducteur,Google Play,Autre,,Basse
2025-07-05 20:12:37+00:00,1,site très mal fait. un vacancier ne peut modifier une réservation. Au propriétaire de le faire et pas possible d’un téléphone portable. .. n’importe quoi,Google Play,UX / Ergonomie,Service Client,Haute
2025-07-05 07:32:53+00:00,1,"⁉️⚠️⚠️⚠️Attention, si vous n'avez pas encore la confirmation de l'hôtel abritel vous prélève quand même la somme, pour l'instant ils ne m'ont rien remboursé donc grosse arnaque (l'hôte à annulé ma réservation et la somme à quand même été débitée sur mon compte) c'est du grand n'importe quoi, n'y réservez surtout pas vos vacances",Google Play,Annulation / Réservation,Financier,Haute
2025-07-02 23:02:26+00:00,1,"Abritel, ou sa filiale Vrbo depuis que j'ai essayé de créer un compte il y a 3 ans jusqu'à mon nouvel essai aujourd'hui, Rien , Rien n'a changé, toujours aussi compliqué, toujours aussi mal conçu, mal géré, aucune maintenance. ils vont voulu imiter airbnb, ils auraient mieux fait d'abandonner. Ces développeurs sont vraiment à côté de la plaque.",Google Play,Localisation / Langue,UX / Ergonomie,Haute
2025-07-02 22:49:16+00:00,1,Pas du tout intuitif,Google Play,UX / Ergonomie,,Haute
2025-07-02 06:30:30+00:00,1,"appli archi nulle. On ne retrouve pas le calendrier des réservations ni les personnes qui ont réservé. De plus, il faut 24H minimum de battement entre chaque location, c’est à dire que si vous louez la première semaine du samedi au samedi, la deuxième semaine vous ne pourrez louer que du dimanche au dimanche et ainsi de suite",App Store,Annulation / Réservation,Qualité du bien,Haute
2025-07-01 11:29:16+00:00,5,Simplicité du site.,Google Play,Autre,,Basse
2025-06-29 10:37:54+00:00,1,Comment mettre en français / € ?. Tout est dans le titre. C’est en NZL,App Store,Localisation / Langue,,Haute
2025-06-29 06:41:28+00:00,1,"Service client inutile. Si vous avez un problème, le service client se dédouane et ne peut rien pour vous. Restez sur AirBnB

EDIT : meme leur réponse à cet avis est de la langue de bois, sinon ils essayeraient de résoudre mon problème actuel plutot que soit disant s’améliorer plus tard",App Store,Localisation / Langue,Service Client,Haute
2025-06-28 15:43:17+00:00,1,"Annulation moins d’une semaine à l’avance est ce normal ?. Deux réservations annulées sur abritel pour deux réservations faites … le serieux reste à désirer. 
Prélever l’argent 3 mois à l’avance pour qu’une semaine avant l’arrivée cela soit annulée et remboursée. Donc il faut retrouver un appartement 1 semaine à l’avance. Effectivement les prix ne sont pas les mêmes …",App Store,Annulation / Réservation,Financier,Haute
2025-06-27 14:54:41+00:00,1,je me suis fait pirater mon compte et je n ai jamais pu avoir un interlocuteur,Google Play,Bug Technique,Service Client,Haute
2025-06-26 11:14:35+00:00,4,Très bon contact avec l'hôte.,Google Play,Service Client,Qualité du bien,Basse
2025-06-24 19:59:50+00:00,3,Je souhaiterais attirer votre attention sur l'indicatif du Togo qui est le +228 merci de rectifier,Google Play,Autre,,Basse
2025-06-24 16:08:34+00:00,3,"Appli trop compliquée. Lorsque l’on consulte les réservations effectuées, et que l’on désire voir les commentaires donnés et reçus ce n’est pas possible et on se retrouve juste avec d’autres propositions de location et de réservation pour l’habitation déjà utilisée. ( ou d’autres dans la même région) Ce n’est pas le but recherché.
Il ne faut pas mélanger la recherche de location avec l’historique et les commandes effectuées ça ne fait que compliquer.
JPP",App Store,UX / Ergonomie,Qualité du bien,Basse
2025-06-22 20:28:04+00:00,1,nul en allemand sans choix de la langue possible,Google Play,Localisation / Langue,,Haute
2025-06-19 18:42:24+00:00,1,"tout est en anglais, aucun moyen de changer la langue. Je désinstalle.",Google Play,Localisation / Langue,,Haute
2025-06-18 19:34:59+00:00,1,"impossible de lire les messages envoyés par l hote que j ai questionné je souhaite communiquer en français ou en italien,PAS en anglais",Google Play,Localisation / Langue,Qualité du bien,Haute
2025-06-18 17:36:54+00:00,1,Je déconseille fortement Abritel qui a une gestion des difficultés douteuses. Déjà ils ne parlent pas francais. Je ne peux pas voir les évaluations sur mon profil. c'est une catastrophe. A fuir,Google Play,Localisation / Langue,Bug Technique,Haute
2025-06-17 12:37:12+00:00,1,Pas configurable. Impossible d’avoir l’app en français. Impossible de choisir la devise pour afficher les prix. Mieux vaut rester sur le site web,App Store,Localisation / Langue,Financier,Haute
2025-06-16 21:37:40+00:00,5,"easy to use, seems safe. no pushy advertising.",Google Play,Autre,,Basse
2025-06-16 19:18:54+00:00,1,appareil non compatible avec l'application ???????,Google Play,Bug Technique,,Haute
2025-06-15 22:41:37+00:00,1,"Décevant. Loué 1 logement en février. Je reçois 1 mail du propriétaire mi juin qui annule. Abritel me rembourse et heureusement. Abritel me propose des logements mais je dois rajouter 1000€. Inconcevable de payer cette somme surtout que je me suis tot. J'ai demandé 1 geste co. et/ou dédommagement car il est indiqué que si le propriétaire annule a plus de 30 jour du départ, il doit payer 10%. reponse d'Abritel je ne suis eligible. Incompréhensible. Abritel à éviter, à bannir car pas a l'écoute.",Google Play,Annulation / Réservation,Financier,Haute
2025-06-15 08:03:37+00:00,1,A bannir. Aucun suivi en cas de plainte. Non respect des closes. Application à bannir si vous voulez une sérénité concernant votre réservation,App Store,Service Client,,Haute
2025-06-10 18:15:20+00:00,4,beaucoup de resa non actualisées sur le site. dommage,Google Play,Autre,,Basse
2025-06-09 18:38:18+00:00,1,en Anglais pourquoi l application a changé depuis des années je dois passer maintenant par le site meme pour avoir en français,Google Play,Localisation / Langue,,Haute
2025-06-02 23:13:50+00:00,1,le gîte que nous avons loué n'était plus ouvert aux voyageurs depuis 2024 et j'ai reçu une confirmation de réservation !!! une honte ! de plus à la réservation vous avez débité le montant total de la réservation !!! et pour couronner le tout le gîte en question est toujours ouvert aux locations !!???,Google Play,Annulation / Réservation,Qualité du bien,Haute
2025-06-02 21:19:46+00:00,1,application et site très mal fait,Google Play,UX / Ergonomie,,Haute
2025-06-01 21:58:59+00:00,1,horrible !!.impossible de me connecter pour déposer une annonce.!! bonjour celui qui a créé cette appli !!!,Google Play,Bug Technique,Qualité du bien,Haute
2025-05-30 12:40:18+00:00,1,"On a du se rabattre sur un hôtel car hote injoignable ,locataire sur place aucun rapport et pourtant location encaisser. Nous pensons être victime d'une arnaque",Google Play,Financier,Service Client,Haute
2025-05-30 10:32:45+00:00,1,Impossible de me connecter en qualité de propriétaire.,Google Play,Bug Technique,Qualité du bien,Haute
2025-05-27 09:55:51+00:00,1,très mal fait,Google Play,UX / Ergonomie,,Haute
2025-05-26 09:06:40+00:00,1,on ne peut joindre personne j ai eu un problème avec une réservation Aucun contrôle n ai effectué sur les locations proposées peux fiable,Google Play,Service Client,Qualité du bien,Haute
2025-05-23 00:36:36+00:00,5,simple rapide et efficace,Google Play,Autre,,Basse
2025-05-19 22:47:07+00:00,1,cette application est a fuire ! service d'aide déplorable aucune aide. je me suis trompé lors de la saisir de mon email quzns j'ai réservé un logement et donc je n'est aucun moyen d'accéder a la réservation alors que jai besoin d'annuler. Lors du contact avec le service d'aide le première fois l'hote m'a fais attendre plusieurs heures et après je best pas pu avoir qui que ce soit apart le robot pour le dire que je doit me connecter pour recevoir de l'aide. C'est inacceptable.,Google Play,Annulation / Réservation,Service Client,Haute
2025-05-19 16:24:48+00:00,4,Pratique et bien fait. dommage que la page de paiement soit en anglais.,Google Play,Localisation / Langue,Financier,Basse
2025-05-17 10:26:30+00:00,1,Impossible de changer la devise,Google Play,Localisation / Langue,,Haute
2025-05-16 09:32:50+00:00,1,L'application ne fonctionne pas et redige vers le site internet.,Google Play,Bug Technique,,Haute
2025-05-15 20:13:22+00:00,1,"Pas du tout intuitif, je sais pas mettre l'appli en français, je suis sur un site bookabach en Nouvelle Zélande, ou est abritel?? mes amis m'envoient des liens de maison, obligé d'installer l'app, pas possible d'être redirigé vers le site. Mais comment est ce possible qu'il n'y ait pas d'option de choix de la langue ?",Google Play,Localisation / Langue,UX / Ergonomie,Haute
2025-05-14 17:11:29+00:00,1,"Le suivi de la réservation n'est pas intuitive. De plus, impossible de recevoir de facture !",Google Play,Financier,Service Client,Haute
